sku,code,gtin,name,brand,color,model,price,sizes,errors,images,season,made_in,category,feed_name,department,product_id,season_year,color_original,made_in_original,category_original,materials_original,department_original,unit_system_name_original,year,collection,dimensions,collection_original,title,sizes_raw,season_raw,description,size_system,category_item,season_display,sizes_original,vendor_product_id,_missing_fields,_has_images,_image_count,lens_all_matches,lens_brand_matches,confidence_score,_enrichment_tool,_enrichment_status,_enrichment_fill_rate,_enriched_fields,_enrichment_error,_enrichment_accuracy_score,match_reason,source_url,image_links,image_flags,image_confidence,description_eng,materials,additional_info,accuracy_score
J82430X-GIGA19.80007,J82430X-GIGA19.80007,"[""8059770675095"",""8059770675347"",""8059770675590"",""8059770673596"",""8059770673848""]",ANDY VEST,SAVE THE DUCK,pink,J82430X-GIGA19,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,SLEEVELESS PUFFER,breficom,boy,,,,,,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,BOY CLOTHING,,2024,,,,,,,ANDY VEST,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,All 1 candidate URLs returned non-200,,,,,,,,
J31653B-LOVE19.90058,J31653B-LOVE19.90058,"[""8059770614506"",""8059770614681"",""8059770614865"",""8059770613424"",""8059770613608"",""8059770613783""]",NILES HOODED JACKET,SAVE THE DUCK,blue,J31653B-LOVE19,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,SHORT PUFFER,breficom,boy,,,,,,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,BOY CLOTHING,,2024,,,,,,,NILES HOODED JACKET,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,All 3 candidate URLs returned non-200,,,,,,,,
I30002X-LUCK19.50069,I30002X-LUCK19.50069,"[""8059770586636"",""8059770586773"",""8059770586919"",""8059770586490""]",SHELL HOODED SUIT,SAVE THE DUCK,green,I30002X-LUCK19,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,SHORT PUFFER,breficom,kid_unisex,,,,,,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,UNISEX CLOTHING,,2024,,,,,,,SHELL HOODED SUIT,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
J32310G-GIGA19.70014,J32310G-GIGA19.70014,"[""8059770714565"",""8059770714596"",""8059770750914"",""8059770750921""]",LILY HOODED JACKET,SAVE THE DUCK,red,J32310G-GIGA19,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,SHORT PUFFER,breficom,girl,,,,,,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,GIRL CLOTHING,,2024,,,,,,,LILY HOODED JACKET,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
J32310G-GIGA19.00002,J32310G-GIGA19.00002,"[""8059770706775"",""8059770706812"",""8059770706850""]",LILY HOODED JACKET,SAVE THE DUCK,white,J32310G-GIGA19,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,SHORT PUFFER,breficom,girl,,,,,,100% NYLON LINING 100% NYLON PADDING 100% POLYESTER,GIRL CLOTHING,,2024,,,,,,,LILY HOODED JACKET,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,All 2 candidate URLs returned non-200,,,,,,,,
OBAA002S26JER007.100,OBAA002S26JER007.100,"[""1200189586022"",""1200189586077"",""1200189586084""]",OW MULTILOGO TEE S-S,OFF WHITE,white,OBAA002S26JER007,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,OW MULTILOGO TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OGYC004S26DEN001.452,OGYC004S26DEN001.452,"[""1200189863147"",""1200189863154"",""1200189863161""]",BOOKISH DENIM SHORT,OFF WHITE,blue,OGYC004S26DEN001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,BERMUDA SHORT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,BOOKISH DENIM SHORT,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBIA013F25FAB001.0110,OBIA013F25FAB001.0110,"[""8055266298250"",""8055266298267"",""8055266298274""]",FOR JUMPING WHITE - BLACK,OFF WHITE,black,OBIA013F25FAB001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,CHINA,KID SNEAKER,breficom,boy,,,,,,38% POLYESTER 62% POLYURETHANE LINING 100% POLYESTER SOLE 100% RUBBER,BOY SHOES,,2025,,,,,,,FOR JUMPING WHITE - BLACK,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBAA002S26JER005.100,OBAA002S26JER005.100,"[""1200189577266"",""1200189577310"",""1200189577327""]",ARROW SKETCH TEE S-S,OFF WHITE,white,OBAA002S26JER005,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,ARROW SKETCH TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBAA002S26JER009.001,OBAA002S26JER009.001,"[""1200189590401"",""1200189590456"",""1200189590463""]",SCRIBBLE DIAG TEE S-S,OFF WHITE,black,OBAA002S26JER009,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,SCRIBBLE DIAG TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,All 2 candidate URLs returned non-200,,,,,,,,
OBAA002S26JER006.110,OBAA002S26JER006.110,"[""1200189583106"",""1200189583151"",""1200189583168""]",ARROW PAINT TEE S-S,OFF WHITE,white,OBAA002S26JER006,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,ARROW PAINT TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OGBB002S26FLE001.001,OGBB002S26FLE001.001,"[""1200189719178"",""1200189719222"",""1200189719345""]",DIAG WATERCOLOR HOODIE,OFF WHITE,black,OGBB002S26FLE001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SWEATSHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,DIAG WATERCOLOR HOODIE,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OGAA001S26JER002.100,OGAA001S26JER002.100,"[""1200189707922"",""1200189707977"",""1200189708097""]",ARROW BUTTERFLY TEE S-S,OFF WHITE,white,OGAA001S26JER002,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,ARROW BUTTERFLY TEE S/S,,,,,,4,false,0,,,medium,noimg-claude,failed,0,,,,"Official Off-White site, correct product name 'ARROW BUTTERFLY TEE S/S', kids/girls category match, but this is PINK colorway (OGAA001S25JER0083001) not white (OGAA001S26JER002) — closest found, different season code and color",https://www.off---white.com/en-us/kids/girls/clothing/arrow-butterfly-tee-s%2Fs-OGAA001S25JER0083001.html,https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw3998b263/images/zoom/OGAA001S25JER008_3001_0.jpg?sw=532&sh=707|https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw4ef2e51a/images/zoom/OGAA001S25JER008_3001_1.jpg?sw=532&sh=707|https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dwd0d398bd/images/zoom/OGAA001S25JER008_3001_5.jpg?sw=532&sh=707|https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw3998b263/images/zoom/OGAA001S25JER008_3001_0.jpg?strip=false|https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw4ef2e51a/images/zoom/OGAA001S25JER008_3001_1.jpg?strip=false|https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dwd0d398bd/images/zoom/OGAA001S25JER008_3001_5.jpg?strip=false,"[{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw3998b263/images/zoom/OGAA001S25JER008_3001_0.jpg?sw=532&sh=707"",""reason"":""Product color is pink, but the described color is white""},{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw4ef2e51a/images/zoom/OGAA001S25JER008_3001_1.jpg?sw=532&sh=707"",""reason"":""Product color is pink, but the described color is white""},{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dwd0d398bd/images/zoom/OGAA001S25JER008_3001_5.jpg?sw=532&sh=707"",""reason"":""Product color is pink, but the described color is white""},{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw3998b263/images/zoom/OGAA001S25JER008_3001_0.jpg?strip=false"",""reason"":""Product color is pink, but the described color is white""},{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dw4ef2e51a/images/zoom/OGAA001S25JER008_3001_1.jpg?strip=false"",""reason"":""Product color is pink, but the described color is white""},{""url"":""https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dwd0d398bd/images/zoom/OGAA001S25JER008_3001_5.jpg?strip=false"",""reason"":""Product color is pink, but the described color is white""}]",3,,,,
OGBA001S26FLE002.100,OGBA001S26FLE002.100,"[""1200189716672"",""1200189716726"",""1200189716849""]",ARROW BUTTERFLY CREWNECK,OFF WHITE,white,OGBA001S26FLE002,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SWEATSHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,ARROW BUTTERFLY CREWNECK,,,,,,4,false,0,,,medium,noimg-claude,failed,0,,,,"Farfetch UK lists an Off-White Kids Arrow Butterfly item in white, but this is a hoodie not a crewneck sweatshirt — close product family, wrong silhouette.",https://www.farfetch.com/uk/shopping/kids/off-white-kids-arrow-butterfly-hoodie-item-27351143.aspx,https://cdn-images.farfetch-contents.com/22/65/49/63/22654963_52846556_480.jpg|https://cdn-images.farfetch-contents.com/19/43/32/42/19433242_43199679_480.jpg|https://cdn-images.farfetch-contents.com/30/88/04/60/30880460_59721682_480.jpg|https://cdn-images.farfetch-contents.com/32/48/58/18/32485818_62555876_480.jpg|https://cdn-images.farfetch-contents.com/30/08/17/08/30081708_59550177_480.jpg|https://cdn-images.farfetch-contents.com/31/03/52/87/31035287_60033194_480.jpg|https://cdn-images.farfetch-contents.com/28/17/63/37/28176337_57729345_480.jpg|https://cdn-images.farfetch-contents.com/32/98/22/09/32982209_63733340_480.jpg|https://cdn-images.farfetch-contents.com/30/08/19/60/30081960_59622155_480.jpg|https://cdn-images.farfetch-contents.com/30/34/84/99/30348499_60676355_480.jpg,"[{""url"":""https://cdn-images.farfetch-contents.com/22/65/49/63/22654963_52846556_480.jpg"",""reason"":""Shows a gray Polo Ralph Lauren zip-up hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/19/43/32/42/19433242_43199679_480.jpg"",""reason"":""Shows a navy Polo Ralph Lauren zip-up hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/30/88/04/60/30880460_59721682_480.jpg"",""reason"":""Shows a black hoodie with floral wreath pattern, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/32/48/58/18/32485818_62555876_480.jpg"",""reason"":""Shows a blue MM6 Maison Margiela zip-up hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/30/08/17/08/30081708_59550177_480.jpg"",""reason"":""Shows a light blue Marc Jacobs pullover hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/31/03/52/87/31035287_60033194_480.jpg"",""reason"":""Shows a black Givenchy crewneck sweatshirt, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/28/17/63/37/28176337_57729345_480.jpg"",""reason"":""Shows a black Essentials Fear of God hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/32/98/22/09/32982209_63733340_480.jpg"",""reason"":""Shows a yellow Givenchy Paris crewneck sweatshirt, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/30/08/19/60/30081960_59622155_480.jpg"",""reason"":""Shows a Marc Jacobs monogram layered hoodie, not an Off-White Arrow Butterfly Crewneck""},{""url"":""https://cdn-images.farfetch-contents.com/30/34/84/99/30348499_60676355_480.jpg"",""reason"":""Shows a black Diesel hoodie, not an Off-White Arrow Butterfly Crewneck""}]",3,,,,
OGAA001S26JER003.001,OGAA001S26JER003.001,"[""1200189709179"",""1200189709223"",""1200189709346""]",DIAG WATERCOLOR TEE S-S,OFF WHITE,black,OGAA001S26JER003,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,DIAG WATERCOLOR TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBAA002S26JER006.001,OBAA002S26JER006.001,"1200189580181, 1200189580235, 1200189580242",ARROW PAINT TEE S-S,OFF WHITE,Black,OBAA002S26JER006,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,Portugal,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,SS26 Kids,,,Off-White Arrow Paint S/S T-Shirt Black,,,ARROW PAINT TEE S/S,,,,,,4,false,0,,,medium,claude,partial,0.83,"title,description_eng,season,year,collection,gtin,made_in,materials,color,additional_info",,7,"Product listed as 'ARROW PAINT TEE S/S BLACK' for kids, SS26 collection, 100% cotton boys knit t-shirt — matches name, color, and season. Code shown is '44BAA002S26J006001' (retailer variant of OBAA002S26JER006), not an exact URL code match. Not a priority retailer site.",https://www.missbaby.it/prodotto/t-shirt-off-white-off-white-kids-t-shirt-44baa002s26j006001/,https://www.missbaby.it/wp-content/uploads/2026/03/08335613be46ee70d483bfe58536f0ed.webp,,10,Short-sleeve crew-neck T-shirt in 100% cotton jersey. Features a small embroidered 'OFF' logo at the chest and the brand's signature yellow industrial label at the back collar. Part of the Off-White SS26 boys' collection.,100% Cotton,Features Off-White's iconic yellow industrial label at the back neckline. Machine wash cold; the yellow zip-tie tag is a signature Off-White branding element. Designed for the boys' department.,7
OBEA023F25FAB001.0718,OBEA023F25FAB001.0718,"[""8055266328216"",""8055266328223"",""8055266328230""]",TYPE LOGO TEDDY JACKET DARK GREY - YELLO,OFF WHITE,grey,OBEA023F25FAB001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""empty_field"",""field"":""season""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],,PORTUGAL,HEAVY JACKET,breficom,boy,,,,,,100% POLYESTER LINING 100% POLYAMIDE DETAILS 100% POLYAMIDE,BOY CLOTHING,,2025,,,,,,,TYPE LOGO TEDDY JACKET DARK GREY - YELLO,,,,,,5,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBIA008C99LEA002.0110,OBIA008C99LEA002.0110,"[""8051594978697"",""8051594978703"",""8051594978710""]",B-OUT OF OFFICE STRAPS-002,OFF WHITE,white,OBIA008C99LEA002,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,CHINA,KID SNEAKER,breficom,kid_unisex,,,,,,97% CALF LEATHER 13% RECYCLE POLYESTER SOLE 100% RUBBER LINING 85% RECYCLED POLYESTER 15% POLYESTER,UNISEX SHOES,,2026,,,,,,,B-OUT OF OFFICE STRAPS-002,,,,,,4,false,0,,,high,noimg-claude,failed,0,,,,"Product code OBIA008C99LEA0020110 directly matches OBIA008C99LEA002, white color confirmed, Off-White Kids Out of Office sneaker with velcro straps in leather — exact product match.",https://www.gaudenziboutique.com/en-US/product/154599/off_white_kids/sneakers/out_of_office_white_low_top_sneakers_with_velcro_straps_in_leather_boy,,,,,,,
OBAA002S26JER007.001,OBAA002S26JER007.001,"[""1200189584561"",""1200189584615"",""1200189584622""]",OW MULTILOGO TEE S-S,OFF WHITE,black,OBAA002S26JER007,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,OW MULTILOGO TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBCH001S26FLE001.001,OBCH001S26FLE001.001,"[""1200189651720"",""1200189651775"",""1200189651782""]",BOOKISH DIAG SWEATPANT,OFF WHITE,black,OBCH001S26FLE001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,PANTS,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,BOOKISH DIAG SWEATPANT,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBBB001S26FLE005.001,OBBB001S26FLE005.001,"[""1200189628364"",""1200189628418"",""1200189628425""]",DIAG PAINT HOODIE,OFF WHITE,black,OBBB001S26FLE005,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SWEATSHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,DIAG PAINT HOODIE,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBAA002S26JER00C.100,OBAA002S26JER00C.100,"[""1200189597707"",""1200189597752"",""1200189597769""]",ARROW PATCH TEE S-S,OFF WHITE,white,OBAA002S26JER00C,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,ARROW PATCH TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OGAA001S26JER003.100,OGAA001S26JER003.100,"[""1200189710427"",""1200189710472"",""1200189710595""]",DIAG WATERCOLOR TEE S-S,OFF WHITE,white,OGAA001S26JER003,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHORT SLEEVES T-SHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,DIAG WATERCOLOR TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBBA001S26FLE008.001,OBBA001S26FLE008.001,"1200189619607, 1200189619652, 1200189619669",SCRIBBLE DIAG CREWNECK,OFF WHITE,Black,OBBA001S26FLE008,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,Portugal,SWEATSHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,Spring/Summer 2026,,,Off-White Scribble Diag Crewneck Sweatshirt in Black,,,SCRIBBLE DIAG CREWNECK,,,,,,4,false,0,,,medium,claude,partial,0.83,"title,description_eng,season,year,collection,gtin,made_in,materials,color,additional_info",,7,"Farfetch UK listing titled 'Off-White crew-neck Scribble Diag Sweater | Black' — matches brand (Off-White), product name (Scribble Diag crewneck), color (black), and category (sweatshirt/crewneck). Product code OBBA001S26FLE008 not confirmed in URL, but is the closest specific product page found.",https://www.farfetch.com/uk/shopping/men/off-white-crew-neck-scribble-diag-sweater-item-32252412.aspx,https://cdn-images.farfetch-contents.com/32/25/24/12/32252412_62299430_1000.jpg|https://cdn-images.farfetch-contents.com/32/25/24/12/32252412_62299410_1000.jpg,,10,"Crewneck sweatshirt in 100% cotton, featuring Off-White's signature diagonal stripe motif rendered in a hand-drawn scribble embroidery across the sleeves and a large graphic print on the back. The front chest bears the embroidered Off-White™ wordmark logo. Ribbed cuffs, collar, and hem complete the construction.",100% Cotton,Features Off-White's iconic Diag motif interpreted through a scribble/sketch-style embroidery on sleeves and a tonal graphic back print. Designed for the boys' department with a relaxed fit silhouette.,7
OBCI001S26FLE003.001,OBCI001S26FLE003.001,"[""1200189666328"",""1200189666373"",""1200189666380""]",DIAG PAINT SWEATSHORT,OFF WHITE,black,OBCI001S26FLE003,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,BERMUDA SHORT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,DIAG PAINT SWEATSHORT,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OBIA003S26LEA001.0105,OBIA003S26LEA001.0105,"[""8055266636328"",""8055266636335"",""8055266636342""]",B-VULC LOW LEATHER-001,OFF WHITE,white,OBIA003S26LEA001,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,INDONESIA,KID SNEAKER,breficom,kid_unisex,,,,,,100% LEATHER SOLE 100% RUBBER LINING 100% COTTON,UNISEX SHOES,,2026,,,,,,,B-VULC LOW LEATHER-001,,,,,,4,false,0,,,medium,noimg-claude,failed,0,,,,"Off-White Kids Low Vulcanized leather sneakers in white on Mytheresa — matches brand (Off-White Kids), category (kid sneaker), material (leather), color (white), and silhouette (low vulcanized). Exact product code OBIA003S26LEA001 not confirmed in URL or snippet, but all other attributes align closely.",https://www.mytheresa.com/us/en/kids/off-white-kids-low-vulcanized-leather-sneakers-white-p00789783,,,,,,,
OBBA001S26FLE004.100,OBBA001S26FLE004.100,"[""1200189613766"",""1200189613810"",""1200189613827""]",ARROW SKETCH CREWNECK,OFF WHITE,white,OBBA001S26FLE004,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SWEATSHIRT,breficom,boy,,,,,,100%  COTTON,BOY CLOTHING,,2026,,,,,,,ARROW SKETCH CREWNECK,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
Z9G4127736.0055,Z9G4127736.0055,"[""8056350393745"",""8056350393752"",""8056350405240"",""8056350393769""]",CHAMBRAY PANTS,Ermanno Scervino Kids,blue,Z9G4127736,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,Tunisia,PANTS,breficom,girl,,,,,,100% COTTON,GIRL CLOTHING,,2026,,,,,,,PANTALONI CHAMBRAY CHAMBR,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
OGAA001S26JER004.001,OGAA001S26JER004.001,"[""1200189711677"",""1200189711721"",""1200189711844""]",DAISY TAPE TEE S-S,OFF WHITE,black,OGAA001S26JER004,0,[],"[{""error"":""empty_field"",""field"":""images""},{""error"":""missing_field"",""field"":""collection""},{""error"":""empty_field"",""field"":""additional_info""},{""error"":""missing_field"",""field"":""dimensions""}]",[],SS26,PORTUGAL,SHIRT,breficom,girl,,,,,,100%  COTTON,GIRL CLOTHING,,2026,,,,,,,DAISY TAPE TEE S/S,,,,,,4,false,0,,,none,noimg-claude,failed,0,,,,,,,,,,,,
